Company Name,Industry,Symbol,Series
ROLLATAINERS LIMITED,,ROLLT,EQ
ROX HI TECH LIMITED,,ROXHITECH,ST
R. S. SOFTWARE (INDIA) LIMITED,,RSSOFTWARE,BE
RAMA TELECOM LIMITED,,RTL,ST
RUDRA GLOBAL INFRA PRODUCTS LIMITED,,RUDRA,BE
SABAR FLEX INDIA LIMITED,,SABAR,ST
SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,,SABEVENTS,BE
SACHEEROME LIMITED,,SACHEEROME,SM
SADBHAV INFRASTRUCTURE PROJECT LIMITED,,SADBHIN,EQ
SADHANA NITROCHEM LIMITED,,SADHNANIQ,BE
SAKUMA EXPORTS LIMITED,,SAKUMA,BE
S.A.L. STEEL LIMITED,,SALSTEEL,BE
SAMAY PROJECT SERVICES LIMITED,,SAMAY,SM
SAMBHAAV MEDIA LIMITED,,SAMBHAAV,BE
SANCO INDUSTRIES LIMITED,,SANCO,BZ
SANGANI HOSPITALS LIMITED,,SANGANI,SM
SANGINITA CHEMICALS LIMITED,,SANGINITA,BE
SAROJA PHARMA INDUSTRIES INDIA LIMITED,,SAROJA,SM
SARVESHWAR FOODS LIMITED,,SARVESHWAR,BE
S A TECH SOFTWARE INDIA LIMITED,,SATECH,ST
SATI POLY PLAST LIMITED,,SATIPOLY,SM
SAT KARTAR LIFE LIMITED,,SATKARTAR,ST
SBI MUTUAL FUND - SBI NIFTY 1D RATE LIQUID ETF - GROWTH,,SBILIQETF,EQ
SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,,SCHNEIDER,BE
SHEETAL COOL PRODUCTS LIMITED,,SCPL,BE
SALASAR EXTERIORS AND CONTOUR LIMITED,,SECL,ST
SECMARK CONSULTANCY LIMITED,,SECMARK,BE
SECUREKLOUD TECHNOLOGIES LIMITED,,SECURKLOUD,BE
SEJAL GLASS LIMITED,,SEJALLTD,BE
SUNGARNER ENERGIES LIMITED,,SEL,ST
SERVICE CARE LIMITED,,SERVICE,ST
SETCO AUTOMOTIVE LIMITED,,SETCO,BE
SBI MUTUAL FUND - SBI-ETF 10 YEAR GILT,,SETF10GILT,EQ
SETUBANDHAN INFRASTRUCTURE LIMITED,,SETUINFRA,BZ
SHAIVAL REALITY LIMITED,,SHAIVAL,ST
SHANKARA BUILDING PRODUCTS LIMITED,,SHANKARA,BE
SHEEL BIOTECH LIMITED,,SHEEL,SM
SHEKHAWATI INDUSTRIES LIMITED,,SHEKHAWATI,BE
SHIGAN QUANTUM TECHNOLOGIES LIMITED,,SHIGAN,ST
SHIVAM AUTOTECH LIMITED,,SHIVAMAUTO,BE
SHIV AUM STEELS LIMITED,,SHIVAUM,BE
SHRENIK LIMITED,,SHRENIK,BZ
SHRI KANHA STAINLESS LIMITED,,SHRIKANHA,ST
SHUBHLAXMI JEWEL ART LIMITED,,SHUBHLAXMI,SM
SHYAM TELECOM LIMITED,,SHYAMTEL,BE
SICAL LOGISTICS LIMITED,,SICALLOG,BE
SIDDHI COTSPIN LIMITED,,SIDDHICOTS,ST
SIDDHIKA COATINGS LIMITED,,SIDDHIKA,SM
SIGACHI INDUSTRIES LIMITED,,SIGACHI,BE
SIGMA ADVANCED SYSTEMS LIMITED,,SIGMAADV,BE
SIGNORIA CREATION LIMITED,,SIGNORIA,SM
SILKFLEX POLYMERS (INDIA) LIMITED,,SILKFLEX,ST
SILVER TOUCH TECHNOLOGIES LIMITED,,SILVERTUC,EQ
SIMBHAOLI SUGARS LIMITED,,SIMBHALS,BZ
SKIL INFRASTRUCTURE LIMITED,,SKIL,BZ
SMVD POLY PACK LIMITED,,SMVD,ST
SNEHAA ORGANICS LIMITED,,SNEHAA,ST
SUNDREX OIL COMPANY LIMITED,,SOCL,ST
SOFTTECH ENGINEERS LIMITED,,SOFTTECH,BE
SONAL MERCANTILE LIMITED,,SONAL,EQ
SONA MACHINERY LIMITED,,SONAMAC,ST
SONU INFRATECH LIMITED,,SONUINFRA,SM
SOTAC PHARMACEUTICALS LIMITED,,SOTAC,SM
SPACENET ENTERPRISES INDIA LIMITED,,SPCENET,EQ
SPECTRUM TALENT MANAGEMENT LIMITED,,SPECTSTM,ST
SPP POLYMER LIMITED,,SPPPOLY,SM
SP REFRACTORIES LIMITED,,SPRL,SM
SHREE RAM PROTEINS LIMITED,,SRPL,BZ
STERLITE TECHNOLOGIES LIMITED,,STLTECH,EQ
STUDIO LSD LIMITED,,STUDIOLSD,ST
SUMEET INDUSTRIES LIMITED,,SUMEETINDS,EQ
SUMIT WOODS LIMITED,,SUMIT,BE
SUNLITE RECYCLING INDUSTRIES LIMITED,,SUNLITE,ST
SUPREME ENGINEERING LIMITED,,SUPREMEENG,BZ
SUPREME INFRASTRUCTURE INDIA LIMITED,,SUPREMEINF,BZ
SUPREME POWER EQUIPMENT LIMITED,,SUPREMEPWR,ST
SUVIDHAA INFOSERVE LIMITED,,SUVIDHAA,BE
SVP GLOBAL TEXTILES LIMITED,,SVPGLOB,EQ
SWAN DEFENCE AND HEAVY INDUSTRIES LIMITED,,SWANDEF,BE
SWASTIK PIPE LIMITED,,SWASTIK,ST
SYNOPTICS TECHNOLOGIES LIMITED,,SYNOPTICS,SM
SYSTEMATIX CORPORATE SERVICES LIMITED,,SYSTMTXC,EQ
TAC INFOSEC LIMITED,,TAC,SM
TAKE SOLUTIONS LIMITED,,TAKE,BE
TANKUP ENGINEERS LIMITED,,TANKUP,SM
TAPI FRUIT PROCESSING LIMITED,,TAPIFRUIT,SM
TARAPUR TRANSFORMERS LIMITED,,TARAPUR,EQ
TARMAT LIMITED,,TARMAT,BE
TECHERA ENGINEERING (INDIA) LIMITED,,TECHERA,SM
TRIDENT TECHLABS LIMITED,,TECHLABS,SM
TEJAS CARGO INDIA LIMITED,,TEJASCARGO,SM
TERA SOFTWARE LIMITED,,TERASOFT,EQ
THAKKERS DEVELOPERS LIMITED,,THAKDEV,EQ
THINKING HATS ENTERTAINMENT SOLUTIONS LIMITED,,THESL,SM
TIMESCAN LOGISTICS (INDIA) LIMITED,,TIMESCAN,SM
SHREE TIRUPATI BALAJEE FIBC LIMITED,,TIRUPATI,SM
TIRUPATI FORGE LIMITED,,TIRUPATIFL,BE
TOKYO PLAST INTERNATIONAL LIMITED,,TOKYOPLAST,BE
TRANSWIND INFRASTRUCTURES LIMITED,,TRANSWIND,SM
TREE HOUSE EDUCATION & ACCESSORIES LIMITED,,TREEHOUSE,BE
TREJHARA SOLUTIONS LIMITED,,TREJHARA,EQ
TRIDHYA TECH LIMITED,,TRIDHYA,SM
TRUCAP FINANCE LIMITED,,TRU,EQ
T T LIMITED,,TTL,BE
TVS SUPPLY CHAIN SOLUTIONS LIMITED,,TVSSCS,BE
UMA EXPORTS LIMITED,,UMAEXPORTS,BE
USHA MARTIN EDUCATION & SOLUTIONS LIMITED,,UMESLTD,BE
UNIHEALTH HOSPITALS LIMITED,,UNIHEALTH,ST
UNIINFO TELECOM SERVICES LIMITED,,UNIINFO,BE
UNIMECH AEROSPACE AND MANUFACTURING LIMITED,,UNIMECH,EQ
UNIVA FOODS LIMITED,,UNIVAFOODS,BE
UNIVERSUS PHOTO IMAGINGS LIMITED,,UNIVPHOTO,BE
URAVI DEFENCE AND TECHNOLOGY LIMITED,,URAVIDEF,BE
UPSURGE SEEDS OF AGRICULTURE LIMITED,,USASEEDS,SM
UDAYSHIVAKUMAR INFRA LIMITED,,USK,BE
FUJIYAMA POWER SYSTEMS LIMITED,,UTLSOLAR,EQ
ULTRA WIRING CONNECTIVITY SYSTEM LIMITED,,UWCSL,SM
VAISHALI PHARMA LIMITED,,VAISHALI,BE
VALIANT LABORATORIES LIMITED,,VALIANTLAB,BE
VARDHMAN POLYTEX LIMITED,,VARDMNPOLY,BE
VASA RETAIL AND OVERSEAS LTD,,VASA,SM
VAXTEX COTFAB LIMITED,,VCL,EQ
VEEKAYEM FASHION AND APPARELS LIMITED,,VEEKAYEM,ST
VELS FILM INTERNATIONAL LIMITED,,VELS,SM
VENUS REMEDIES LIMITED,,VENUSREM,EQ
VERA SYNTHETIC LIMITED,,VERA,SM
VERITAAS ADVERTISING LIMITED,,VERITAAS,SM
VERTEXPLUS TECHNOLOGIES LIMITED,,VERTEXPLUS,SM
VICEROY HOTELS LIMITED,,VHLTD,BE
VIAZ TYRES LIMITED,,VIAZ,SM
VIJAYPD CEUTICAL LIMITED,,VIJAYPD,ST
VIJI FINANCE LIMITED,,VIJIFIN,BE
VIKAS ECOTECH LIMITED,,VIKASECO,BE
VIKAS LIFECARE LIMITED,,VIKASLIFE,BE
VILIN BIO MED LIMITED,,VILINBIO,ST
VINEET LABORATORIES LIMITED,,VINEETLAB,BE
VIPUL LIMITED,,VIPULLTD,BE
VIRINCHI LIMITED,,VIRINCHI,BE
VISA STEEL LIMITED,,VISASTEEL,EQ
VISHWARAJ SUGAR INDUSTRIES LIMITED,,VISHWARAJ,BE
VITAL CHEMTECH LIMITED,,VITAL,BE
VIVIMED LABS LIMITED,,VIVIMEDLAB,BE
VIVO COLLABORATION SOLUTIONS LIMITED,,VIVO,SM
VL E GOVERNANCE & IT SOLUTIONS LIMITED,,VLEGOV,BE
V.L.INFRAPROJECTS LIMITED,,VLINFRA,ST
VISHNU PRAKASH R PUNGLIA LIMITED,,VPRPL,BE
V R INFRASPACE LIMITED,,VR,SM
VADIVARHE SPECIALITY CHEMICALS LIMITED,,VSCL,SM
INDOSOLAR LIMITED,,WAAREEINDO,BE
WALPAR NUTRITIONS LIMITED,,WALPAR,SM
WANBURY LIMITED,,WANBURY,BE
WEBSOL ENERGY SYSTEM LIMITED,,WEBELSOLAR,EQ
HAPPY SQUARE OUTSOURCING SERVICES LIMITED,,WHITEFORCE,ST
WINNY IMMIGRATION & EDUCATION SERVICES LIMITED,,WINNY,SM
YAAP DIGITAL LIMITED,,YAAP,ST
YUDIZ SOLUTIONS LIMITED,,YUDIZ,ST
ZEE MEDIA CORPORATION LIMITED,,ZEEMEDIA,BE
ZENITH EXPORTS LIMITED,,ZENITHEXPO,EQ
ZENITH STEEL PIPES & INDUSTRIES LIMITED,,ZENITHSTL,EQ
ZODIAC ENERGY LIMITED,,ZODIAC,BE
AAA TECHNOLOGIES LIMITED,,AAATECH,EQ
AADHAR HOUSING FINANCE LIMITED,,AADHARHFC,EQ
ABANS ENTERPRISES LIMITED,,ABANSENT,EQ
A B COTSPIN INDIA LIMITED,,ABCOTS,EQ
ACME SOLAR HOLDINGS LIMITED,,ACMESOLAR,EQ
AEGIS VOPAK TERMINALS LIMITED,,AEGISVOPAK,EQ
AEQUS LIMITED,,AEQUS,EQ
AGRI-TECH (INDIA) LIMITED,,AGRITECH,EQ
AIMTRON ELECTRONICS LIMITED,,AIMTRON,SM
AIRAN LIMITED,,AIRAN,EQ
AJAX ENGINEERING LIMITED,,AJAXENGG,EQ
AKUMS DRUGS AND PHARMACEUTICALS LIMITED,,AKUMS,EQ
ALL E TECHNOLOGIES LIMITED,,ALLETEC,SM
ALPA LABORATORIES LIMITED,,ALPA,EQ
ANB METAL CAST LIMITED,,AMCL,SM
ARVEE LABORATORIES (INDIA) LIMITED,,ARVEE,EQ
ATLAS CYCLES (HARYANA) LIMITED,,ATLASCYCLE,EQ
ATMASTCO LIMITED,,ATMASTCO,SM
AURO IMPEX & CHEMICALS LIMITED,,AUROIMPEX,SM
AVRO INDIA LIMITED,,AVROIND,EQ
AXITA COTTON LIMITED,,AXITA,EQ
BAJAJ HOUSING FINANCE LIMITED,,BAJAJHFL,EQ
BAJAJ STEEL INDS. LIMITED,,BAJAJST,EQ
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,,BALAJEE,EQ
BANSAL WIRE INDUSTRIES LIMITED,,BANSALWIRE,EQ
BAWEJA STUDIOS LIMITED,,BAWEJA,SM
BEW ENGINEERING LIMITED,,BEWLTD,SM
BHANDARI HOSIERY EXPORTS LIMITED,,BHANDARI,EQ
BIKEWO GREEN TECH LIMITED,,BIKEWO,SM
BLUE JET HEALTHCARE LIMITED,,BLUEJET,EQ
BOSCH HOME COMFORT INDIA LIMITED,,BOSCH-HCIL,EQ
BOMBAY SUPER HYBRID SEEDS LIMITED,,BSHSL,EQ
CANARYS AUTOMATIONS LIMITED,,CANARYS,SM
CEIGALL INDIA LIMITED,,CEIGALL,EQ
CLASSIC ELECTRODES (INDIA) LIMITED,,CLASSICEIL,SM
COMMITTED CARGO CARE LIMITED,,COMMITTED,SM
CONFIDENCE PETROLEUM INDIA LIMITED,,CONFIPET,EQ
ADITYA INFOTECH LIMITED,,CPPLUS,EQ
C P S SHAPERS LIMITED,,CPS,SM
CRAYONS ADVERTISING LIMITED,,CRAYONS,SM
CRIZAC LIMITED,,CRIZAC,EQ
DIAMOND POWER INFRASTRUCTURE LIMITED,,DIACABS,EQ
GNG ELECTRONICS LIMITED,,EBGNG,EQ
ELEGANZ INTERIORS LIMITED,,ELGNZ,SM
ELLENBARRIE INDUSTRIAL GASES LIMITED,,ELLEN,EQ
EMCURE PHARMACEUTICALS LIMITED,,EMCURE,EQ
EMMVEE PHOTOVOLTAIC POWER LIMITED,,EMMVEE,EQ
ENERGY DEVELOPMENT COMPANY LIMITED,,ENERGYDEV,EQ
EUROTEX INDUSTRIES AND EXPORTS LIMITED,,EUROTEXIND,EQ
EXXARO TILES LIMITED,,EXXARO,EQ
FALCON TECHNOPROJECTS INDIA LIMITED,,FALCONTECH,SM
FINO PAYMENTS BANK LIMITED,,FINOPB,EQ
FLAIR WRITING INDUSTRIES LIMITED,,FLAIR,EQ
FLEXITUFF VENTURES INTERNATIONAL LIMITED,,FLEXITUFF,EQ
FUTURE MARKET NETWORKS LIMITED,,FMNL,EQ
GALLANTT ISPAT LIMITED,,GALLANTT,EQ
GANESHA ECOSPHERE LIMITED,,GANECOS,EQ
GRETEX CORPORATE SERVICES LIMITED,,GCSL,EQ
GK ENERGY LIMITED,,GKENERGY,EQ
GALAXY MEDICARE LIMITED,,GML,SM
GUJARAT NATURAL RESOURCES LIMITED,,GNRL,EQ
GOPAL SNACKS LIMITED,,GOPAL,EQ
GOYAL ALUMINIUMS LIMITED,,GOYALALUM,EQ
GRAND OAK CANYONS DISTILLERY LIMITED,,GRANDOAK,EQ
GUJARAT ALKALIES AND CHEMICALS LIMITED,,GUJALKALI,EQ
GUJARAT RAFFIA INDUSTRIES LIMITED,,GUJRAFFIA,EQ
HALDER VENTURE LIMITED,,HALDER,EQ
HALEOS LABS LIMITED,,HALEOSLABS,EQ
HAPPY FORGINGS LIMITED,,HAPPYFORGE,EQ
HEXA TRADEX LIMITED,,HEXATRADEX,EQ
HMA AGRO INDUSTRIES LIMITED,,HMAAGRO,EQ
INDIABULLS LIMITED,,IBULLSLTD,EQ
ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,,ICICIAMC,EQ
IDBI BANK LIMITED,,IDBI,EQ
INTERNATIONAL GEMOLOGICAL INSTITUTE LIMITED,,IGIL,EQ
INSOLATION ENERGY LIMITED,,INA,EQ
INDO THAI SECURITIES LIMITED,,INDOTHAI,EQ
INTENSE TECHNOLOGIES LIMITED,,INTENTECH,EQ
IRM ENERGY LIMITED,,IRMENERGY,EQ
INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,,ITDC,EQ
JEYYAM GLOBAL FOODS LIMITED,,JEYYAM,SM
JNK INDIA LIMITED,,JNKINDIA,EQ
JSW INFRASTRUCTURE LIMITED,,JSWINFRA,EQ
JTL INDUSTRIES LIMITED,,JTLIND,EQ
JUNIPER HOTELS LIMITED,,JUNIPER,EQ
KALPATARU LIMITED,,KALPATARU,EQ
KANANI INDUSTRIES LIMITED,,KANANIIND,EQ
KCK INDUSTRIES LIMITED,,KCK,SM
KN AGRI RESOURCES LIMITED,,KNAGRI,EQ
KOTHARI INDUSTRIAL CORPORATION LIMITED,,KOTIC,EQ
LG ELECTRONICS INDIA LIMITED,,LGEINDIA,EQ
LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,,LOTUSEYE,EQ
MANAKSIA ALUMINIUM COMPANY LIMITED,,MANAKALUCO,EQ
MAN INDUSTRIES (INDIA) LIMITED,,MANINDS,EQ
MANUGRAPH INDIA LIMITED,,MANUGRAPH,EQ
MEDICAMEN ORGANICS LIMITED,,MEDIORG,SM
MEGASTAR FOODS LIMITED,,MEGASTAR,EQ
MOHINI HEALTH & HYGIENE LIMITED,,MHHL,SM
MIC ELECTRONICS LIMITED,,MICEL,EQ
MIDWEST LIMITED,,MIDWESTLTD,EQ
MOVING MEDIA ENTERTAINMENT LIMITED,,MMEL,SM
M.V.K. AGRO FOOD PRODUCT LIMITED,,MVKAGRO,SM
NACL INDUSTRIES LIMITED,,NACLIND,EQ
NAMAN INDUSTRIES PROXIMA LIMITED,,NAMAN,SM
NATIONAL STANDARD (INDIA) LIMITED,,NATIONSTD,EQ
NECTAR LIFESCIENCES LIMITED,,NECLIFE,EQ
NAKODA GROUP OF INDUSTRIES LIMITED,,NGIL,EQ
NIMBUS PROJECTS LIMITED,,NIMBSPROJ,EQ
NOVA AGRITECH LIMITED,,NOVAAGRI,EQ
OLA ELECTRIC MOBILITY LIMITED,,OLAELEC,EQ
OMNITECH ENGINEERING LIMITED,,OMNI,EQ
ORIENTAL TRIMEX LIMITED,,ORIENTALTL,EQ
OSEL DEVICES LIMITED,,OSELDEVICE,SM
PANSARI DEVELOPERS LIMITED,,PANSARI,EQ
PARK MEDI WORLD LIMITED,,PARKHOSPS,EQ
PIONEER INVESTCORP LIMITED,,PIONRINV,EQ
THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,,PKTEA,EQ
P N GADGIL JEWELLERS LIMITED,,PNGJL,EQ
POWERICA LIMITED,,POWERICA,EQ
PRABHA ENERGY LIMITED,,PRABHA,EQ
PRABHA ENERGY LIMITED,,PRABHAPP,E1
PRAKASH STEELAGE LIMITED,,PRAKASHSTL,EQ
PURPLE UNITED SALES LIMITED,,PURPLEUTED,SM
PUSHPA JEWELLERS LIMITED,,PUSHPA,SM
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,,QPOWER,EQ
RAJ TELEVISION NETWORK LIMITED,,RAJTV,EQ
RICHA INFO SYSTEMS LIMITED,,RICHA,SM
RKEC PROJECTS LIMITED,,RKEC,EQ
RENOL POLYCHEM LIMITED,,RNPL,SM
ROCKINGDEALS CIRCULAR ECONOMY LIMITED,,ROCKINGDCE,SM
ROCKINGDEALS CIRCULAR ECONOMY LIMITED,,ROCKPP,E1
RPSG VENTURES LIMITED,,RPSGVENT,EQ
RUCHI INFRASTRUCTURE LIMITED,,RUCHINFRA,EQ
SAATVIK GREEN ENERGY LIMITED,,SAATVIKGL,EQ
SANATHAN TEXTILES LIMITED,,SANATHAN,EQ
SURATWWALA BUSINESS GROUP LIMITED,,SBGLP,EQ
SEL MANUFACTURING COMPANY LIMITED,,SELMC,EQ
SEMAC CONSTRUCTION LIMITED,,SEMAC,EQ
STL GLOBAL LIMITED,,SGL,EQ
SHREEJI SHIPPING GLOBAL LIMITED,,SHREEJISPG,EQ
SHYAM CENTURY FERROUS LIMITED,,SHYAMCENT,EQ
SHYAM DHANI INDUSTRIES LIMITED,,SHYAMDHANI,SM
SIKKO INDUSTRIES LIMITED,,SIKKO,EQ
SILLY MONKS ENTERTAINMENT LIMITED,,SILLYMONKS,EQ
SLONE INFOSYSTEMS LIMITED,,SLONE,SM
SMARTEN POWER SYSTEMS LIMITED,,SMARTEN,SM
SML MAHINDRA LIMITED,,SMLMAH,EQ
SOMA TEXTILES & INDUSTRIES LIMITED,,SOMATEX,EQ
SPUNWEB NONWOVEN LIMITED,,SPUNWEB,SM
STERLING TOOLS LIMITED,,STERTOOLS,EQ
STL NETWORKS LIMITED,,STLNETWORK,EQ
SESHAASAI TECHNOLOGIES LIMITED,,STYL,EQ
SUDEEP PHARMA LIMITED,,SUDEEPPHRM,EQ
SYLVAN PLYBOARD (INDIA) LIMITED,,SYLVANPLY,SM
TATA CAPITAL LIMITED,,TATACAP,EQ
TCI FINANCE LIMITED,,TCIFINANCE,EQ
TECHNVISION VENTURES LIMITED,,TECHNVISN,EQ
LEELA PALACES HOTELS & RESORTS LIMITED,,THELEELA,EQ
TWAMEV CONSTRUCTION AND INFRASTRUCTURE LIMITED,,TICL,EQ
TEAMO PRODUCTIONS HQ LIMITED,,TPHQ,EQ
TRAVEL FOOD SERVICES LIMITED,,TRAVELFOOD,EQ
TROM INDUSTRIES LIMITED,,TROM,SM
TV VISION LIMITED,,TVVISION,EQ
UJAAS ENERGY LIMITED,,UEL,EQ
UNITECH LIMITED,,UNITECH,EQ
VENTIVE HOSPITALITY LIMITED,,VENTIVE,EQ
VIDYA WIRES LIMITED,,VIDYAWIRES,EQ
VINYL CHEMICALS (INDIA) LIMITED,,VINYLINDIA,EQ
VIP CLOTHING LIMITED,,VIPCLOTHNG,EQ
VISAGAR POLYTEX LIMITED,,VIVIDHA,EQ
WONDER ELECTRICALS LIMITED,,WEL,EQ
WOL 3D INDIA LIMITED,,WOL3D,SM
20 MICRONS LIMITED,,20MICRONS,EQ
3B BLACKBIO DX LIMITED,,3BBLACKBIO,EQ
3I INFOTECH LIMITED,,3IINFOLTD,EQ
3M INDIA LIMITED,,3MINDIA,EQ
3P LAND HOLDINGS LIMITED,,3PLAND,EQ
5PAISA CAPITAL LIMITED,,5PAISA,EQ
63 MOONS TECHNOLOGIES LIMITED,,63MOONS,EQ
AARADHYA DISPOSAL INDUSTRIES LIMITED,,AARADHYA,SM
AARNAV FASHIONS LIMITED,,AARNAV,EQ
AARON INDUSTRIES LIMITED,,AARON,EQ
AARTECH SOLONICS LIMITED,,AARTECH,EQ
AARTI DRUGS LIMITED,,AARTIDRUGS,EQ
AARTI INDUSTRIES LIMITED,,AARTIIND,EQ
AARTI PHARMALABS LIMITED,,AARTIPHARM,EQ
AARTI SURFACTANTS LIMITED,,AARTISURF,EQ
AARVI ENCON LIMITED,,AARVI,EQ
AATMAJ HEALTHCARE LIMITED,,AATMAJ,SM
AAVAS FINANCIERS LIMITED,,AAVAS,EQ
ABBOTT INDIA LIMITED,,ABBOTINDIA,EQ
ADITYA BIRLA FASHION AND RETAIL LIMITED,,ABFRL,EQ
ADITYABIRLASUNLIFEMF-ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,,ABGSEC,EQ
ABHA POWER AND STEEL LIMITED,,ABHAPOWER,SM
A B INFRABUILD LIMITED,,ABINFRA,EQ
ADITYA BIRLA LIFESTYLE BRANDS LIMITED,,ABLBL,EQ
ABM KNOWLEDGEWARE LIMITED,,ABMKNO,EQ
A B N INTERCORP LIMITED,,ABNINT,IT
ADITYA BIRLA REAL ESTATE LIMITED,,ABREL,EQ
ADITYA BIRLA SUN LIFE MF - ADITYA BIRLA SUN LIFE BSE TOP 10 BANKS ETF,,ABSL10BANK,EQ
ADITYA BIRLA SUN LIFE AMC LIMITED,,ABSLAMC,EQ
ADITYA BIRLA SUN LIFE NIFTY BANK ETF,,ABSLBANETF,EQ
ADITYA BIRLA SUN LIFE MF- ADITYA BIRLA SUN LIFE MSCI INDIA ETF,,ABSLMSCIN,EQ
ADITYA BIRLA SUN LIFE NIFTY NEXT 50 ETF,,ABSLNN50ET,EQ
ADITYA BIRLA SUN LIFE MUTUAL FUND-ADITYA BIRLA SUN LIFE NIFTY PSE ETF,,ABSLPSE,EQ
ABS MARINE SERVICES LIMITED,,ABSMARINE,SM
ACC LIMITED,,ACC,EQ
ACCELYA SOLUTIONS INDIA LIMITED,,ACCELYA,EQ
ACCENT MICROCELL LIMITED,,ACCENTMIC,SM
ACTION CONSTRUCTION EQUIPMENT LIMITED,,ACE,EQ
ACE INTEGRATED SOLUTIONS LIMITED,,ACEINTEG,EQ
ACETECH E-COMMERCE LIMITED,,ACETEC,SM
ARCHEAN CHEMICAL INDUSTRIES LIMITED,,ACI,EQ
ACTIVE INFRASTRUCTURES LIMITED,,ACTIVEINFR,SM
ACUTAAS CHEMICALS LIMITED,,ACUTAAS,EQ
ADF FOODS LIMITED,,ADFFOODS,EQ
ARCHIDPLY DECOR LIMITED,,ADL,EQ
ADOR WELDING LIMITED,,ADOR,EQ
ADROIT INFOTECH LIMITED,,ADROITINFO,EQ
ALLIED DIGITAL SERVICES LIMITED,,ADSL,EQ
ADVAIT ENERGY TRANSITIONS LIMITED,,ADVAIT,EQ
ADVANCE AGROLIFE LIMITED,,ADVANCE,EQ
ADVANI HOTELS & RESORTS (INDIA) LIMITED,,ADVANIHOTR,EQ
ADVENT HOTELS INTERNATIONAL LIMITED,,ADVENTHTL,EQ
ADVANCED ENZYME TECHNOLOGIES LIMITED,,ADVENZYMES,EQ
AEGIS LOGISTICS LIMITED,,AEGISLOG,EQ
AEROFLEX ENTERPRISES LIMITED,,AEROENTER,EQ
AEROFLEX INDUSTRIES LIMITED,,AEROFLEX,EQ
AERON COMPOSITE LIMITED,,AERON,SM
AEROFLEX NEU LIMITED,,AERONEU,EQ
AESTHETIK ENGINEERS LIMITED,,AESTHETIK,SM
AETHER INDUSTRIES LIMITED,,AETHER,EQ
AFCONS INFRASTRUCTURE LIMITED,,AFCONS,EQ
AFFLE 3I LIMITED,,AFFLE,EQ
ABANS FINANCIAL SERVICES LIMITED,,AFSL,EQ
AGARWAL INDUSTRIAL CORPORATION LIMITED,,AGARIND,EQ
DR. AGARWAL'S HEALTH CARE LIMITED,,AGARWALEYE,EQ
AGARWAL TOUGHENED GLASS INDIA LIMITED,,AGARWALTUF,SM
AGI GREENPAC LIMITED,,AGI,EQ
AGI INFRA LIMITED,,AGIIL,EQ
AGRO PHOS INDIA LIMITED,,AGROPHOS,EQ
ANLON HEALTHCARE LIMITED,,AHCL,EQ
AHLADA ENGINEERS LIMITED,,AHLADA,EQ
ASIAN HOTELS (EAST) LIMITED,,AHLEAST,EQ
AHLUWALIA CONTRACTS (INDIA) LIMITED,,AHLUCONT,EQ
AIA ENGINEERING LIMITED,,AIAENG,EQ
AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,,AIIL,EQ
AIRO LAM LIMITED,,AIROLAM,EQ
AJANTA PHARMA LIMITED,,AJANTPHARM,EQ
AJMERA REALTY & INFRA INDIA LIMITED,,AJMERA,EQ
AJOONI BIOTECH LIMITED,,AJOONI,EQ
AKANKSHA POWER AND INFRASTRUCTURE LIMITED,,AKANKSHA,SM
AKASH INFRA PROJECTS LIMITED,,AKASH,EQ
AK CAPITAL SERVICES LIMITED,,AKCAPIT,EQ
AKG EXIM LIMITED,,AKG,EQ
AKI INDIA LIMITED,,AKI,EQ
AKSHAR SPINTEX LIMITED,,AKSHAR,EQ
AKSHARCHEM INDIA LIMITED,,AKSHARCHEM,EQ
ALANKIT LIMITED,,ALANKIT,EQ
ALBERT DAVID LIMITED,,ALBERTDAVD,EQ
ALEMBIC LIMITED,,ALEMBICLTD,EQ
ALGOQUANT FINTECH LIMITED,,ALGOQUANT,EQ
ALICON CASTALLOY LIMITED,,ALICON,EQ
ALIVUS LIFE SCIENCES LIMITED,,ALIVUS,EQ
ALKALI METALS LIMITED,,ALKALI,EQ
ALKYL AMINES CHEMICALS LIMITED,,ALKYLAMINE,EQ
ALLCARGO LOGISTICS LIMITED,,ALLCARGO,EQ
ALLDIGI TECH LIMITED,,ALLDIGI,EQ
ALL TIME PLASTICS LIMITED,,ALLTIME,EQ
ALMONDZ GLOBAL SECURITIES LIMITED,,ALMONDZ,EQ
ALOK INDUSTRIES LIMITED,,ALOKINDS,EQ
ALPEX SOLAR LIMITED,,ALPEXSOLAR,SM
KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY ALPHA 50 ETF,,ALPHA,EQ
